,value,cell_type,is_uniform,is_high_density,is_txn_fine,max_density,method,value_normalised_by_density,Fig1_categories,Fig1_txn_categories
33,0.8589628236839151,OPC_2,0,0,0,1.2451789946723022,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.6898308013218382,"Regional & 
Low abundance",Txn distict
34,0.2939283135088524,Inh_Meis2_1,0,0,1,1.5925301241346663,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.18456687823633122,"Regional & 
Low abundance",Txn fine-grained
35,0.9702339654544971,Ext_L6B,1,1,1,3.941847209305733,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.2461368779500162,"Ubiquitous & 
High abundance",Txn fine-grained
36,0.6176519081373626,LowQ_2,0,0,1,1.5927360259067613,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.38779301660218735,"Regional & 
Low abundance",Txn fine-grained
37,0.670532291341958,Ext_Unk_3,1,0,0,1.01574706302035,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.6601370712784668,"Ubiquitous & 
Low abundance",Txn distict
38,0.3655016612699822,Ext_L56,0,0,0,0.6504120943140809,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.5619539742037503,"Regional & 
Low abundance",Txn distict
39,0.09311040897308548,Inh_Lamp5,0,0,1,0.5278229620027214,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.17640461987442943,"Regional & 
Low abundance",Txn fine-grained
40,0.6569812531268111,Inh_Pvalb,0,0,0,1.2860995873459828,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.5108323333518587,"Regional & 
Low abundance",Txn distict
41,1.0,Ext_L5_2,0,0,1,1.1740825327364774,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.851728879458979,"Regional & 
Low abundance",Txn fine-grained
42,0.9997144075430615,Inh_6,0,0,0,1.1360266763199276,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.8800096233493043,"Regional & 
Low abundance",Txn distict
43,1.0,Astro_AMY,0,0,1,1.1945691106347816,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.8371219304914141,"Regional & 
Low abundance",Txn fine-grained
44,1.0,Ext_ClauPyr,0,0,0,1.6095946944987873,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.6212744136258418,"Regional & 
Low abundance",Txn distict
45,0.9913450932599194,Astro_HPC,0,0,1,0.670693426030606,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,1.4780897721437947,"Regional & 
Low abundance",Txn fine-grained
46,0.9955333764645763,Astro_WM,0,0,1,0.8840609931130858,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,1.1260912812802175,"Regional & 
Low abundance",Txn fine-grained
47,1.0,Nb_2,1,1,1,2.5359523525636276,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,0.39432917538418527,"Ubiquitous & 
High abundance",Txn fine-grained
48,0.8432908019948714,Inh_5,0,0,0,0.3583016931254242,LocationModelLinearDependentWMultiExperimentLocationBackgroundNormLevelNoMGPyroModel,2.3535774967707894,"Regional & 
Low abundance",Txn distict
