rn,Astro.0,Astro.1,Astro.2,Astro.3,Astro.4,Ext.Amy.1,Ext.Amy.2,Ext.ClauPyr,Ext.Hpc.1,Ext.Hpc.2,Ext.Hpc.3,Ext.Hpc.4,Ext.L23,Ext.L25,Ext.L5.1,Ext.L5.2,Ext.L56,Ext.L6,Ext.L6B,Ext.Pir,Ext.Thal.1,Ext.Thal.2,Ext.Unk.3,Inh.1,Inh.2,Inh.3,Inh.4,Inh.5,Inh.6,Inh.Lamp5,Inh.Meis2.1,Inh.Meis2.2,Inh.Meis2.3,Inh.Meis2.4,Inh.Pvalb,Inh.Sst,Inh.Vip,LowQ.2,Micro,Nb.1,Nb.2,Oligo.1,Oligo.2,OPC.1,OPC.2,Unk.1,res_ss
Spotx411,0,0,0,0,0.532807257632215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467192742367785,0.00041938168032875
Spotx412,0,0,0.21032770323454,0.153509005585386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16638187851001,0,0.218601731425344,0,0,0,0,0,0.25117968124472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18943135277881e-18
Spotx413,0,0,0,0,0.203255250290651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257576021990177,0,0,0,0,0,0,0,0,0,0,0,0,0.539168727719172,0.00183069331467864
Spotx414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000640403195539945
Spotx415,0,0,0.261226921871936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738773078128064,3.40476369611854e-05
Spotx416,0,0,0.47557994614095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52442005385905,0,0,0,0,0,0,0,0.00627138416190013
Spotx417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58741705563647,0,0.41258294436353,0.00195737172437216
Spotx418,0,0,0,0,0.293291628103364,0,0,0,0,0,0,0,0.310502442042086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39620592985455,0,0,0,0,0.0024299945614341
Spotx419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441588265097239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558411734902761,0.00286849392151422
Spotx420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287754384223163,0,0,0,0,0,0,0.712245615776837,3.00795372656739e-05
Spotx421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00310807500847822
Spotx422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.22937931293065e-32
Spotx423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.63794624523447e-07
Spotx424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.34226412829387e-33
Spotx425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181542190819421,0,0,0,0.309224860945567,0,0,0,0,0,0,0,0,0,0,0.509232948235013,0.00250188616198294
Spotx426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000264707845038278
Spotx427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.2911892795313e-06
Spotx428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073569356425e-15
Spotx429,0,0,0,0,0.355842621582923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644157378417077,0.00358117607636092
Spotx430,0,0,0,0,0,0,0,0,0,0,0,0,0.229444908371074,0,0,0,0,0.22673195984266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543823131786266,0.000411615838848648
Spotx431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00142357834145547
Spotx432,0,0,0,0,0.567782487893074,0,0,0,0,0.432217512106926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80277520438711e-06
Spotx433,0,0,0.150269926820165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151332193479516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69839787970032,3.50459476800364e-33
Spotx434,0,0,0,0,0.54150729073365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45849270926635,0.0014145408555217
Spotx435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25318912147484,0,0,0,0,0,0,0,0,0,0.33600398500282,0,0,0,0,0,0,0,0,0,0,0,0,0.410806893522339,0.00202744935843818
Spotx436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000609820346965863
Spotx437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0026313399018221
Spotx438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353826931779355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646173068220645,0.0003317255296359
Spotx439,0,0,0,0,0.438870739165458,0,0,0,0.329282803651138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231846457183405,9.76892421225699e-05
Spotx440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450793621612315,0,0,0,0,0,0,0,0,0,0,0,0,0.549206378387685,0.00017424997574259
Spotx441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39898857350726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601011426492741,0.00013556845181373
Spotx442,0,0,0,0,0.433672283583511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566327716416489,2.17094026351919e-36
Spotx443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233770459450274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766229540549726,0.00227249146591905
Spotx444,0,0.617582502612645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382417497387354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392580804668265
Spotx445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000795327406274448
Spotx446,0,0,0,0,0,0,0,0,0.185737340352433,0,0,0,0,0.398221984700227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416040674947339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473646900487937
Spotx447,0,0,0,0,0.139669119793297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860330880206703,0.000666151076851183
Spotx448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.20507734803378e-15
Spotx449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509197115855136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490802884144864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263352504812051
Spotx450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000771569325682296
Spotx451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.3270055236844e-09
Spotx452,0,0,0,0,0.456300501171913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543699498828087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992853040219161
Spotx453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19059143682654,0,0,0,0,0,0,0,0,0,0,0,0,0.80940856317346,0.000361637874620768
Spotx454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.48720887271517e-06
Spotx455,0,0,0,0,0.554844004431918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445155995568082,0.00148086633454353
Spotx456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246964342333431,0,0,0,0,0,0,0,0,0,0,0,0,0.753035657666569,6.2561865364619e-33
Spotx457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459643163114236,0,0,0,0,0,0,0,0,0,0,0,0,0.540356836885764,1.89799870834886e-33
Spotx458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462092367104453,0,0,0,0,0,0,0.537907632895547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188545492707644
Spotx459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274138277754012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725861722245988,0.00576821907060539
Spotx460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352947886573936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647052113426064,0.000655782423470682
Spotx461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148536989513964,0,0,0,0,0,0,0,0,0,0,0,0,0.851463010486036,6.56913414550855e-05
Spotx462,0,0,0,0,0.332397953579871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276397483024524,0.391204563395606,0.00037628615197564
Spotx463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.43188338015261e-33
Spotx464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212158547809409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787841452190591,2.65297981219222e-06
Spotx465,0,0,0,0,0.626464709446976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373535290553024,0.000268106726858091
Spotx466,0,0.263247464855701,0,0,0.20222529095216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534527244192139,0.00037420181674096
Spotx467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.19425368298473e-05
Spotx468,0,0,0,0,0.258666476660606,0,0,0,0,0,0,0,0,0,0.266944941267974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47438858207142,0.000115315267810018
Spotx469,0,0,0,0.434702541736262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565297458263739,0,0.000214219255144943
Spotx470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383272177943775,0,0,0,0,0,0,0,0,0,0,0,0.616727822056225,2.1838128937307e-07
Spotx471,0,0.249145518916737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750854481083263,0.000166486102294841
Spotx472,0,0,0.170688203772386,0,0.223974234751509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605337561476105,0.0039584378122897
Spotx473,0,0,0,0,0,0,0,0,0,0,0,0,0.303180505757977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696819494242023,0.000421776990066748
Spotx474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229903525638258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770096474361742,1.61211870241866e-33
Spotx475,0,0,0,0,0.271510582646931,0,0,0,0,0,0,0,0,0,0,0,0,0.220810644222943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507678773130126,0.000113792934571888
Spotx476,0,0,0,0,0.290844363201927,0,0,0,0,0,0,0,0,0,0.44459249030891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264563146489162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000666511467612748
Spotx477,0,0,0,0,0.366707426587014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633292573412986,0.00313161133946355
Spotx478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84643636029895e-05
Spotx479,0,0,0.136456788237485,0,0.189190676150208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159483361549091,0,0,0.275544357774024,0.239324816289191,0.00159257180863027
Spotx480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421735520066244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578264479933756,0.000990558457367273
Spotx481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348067010457879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651932989542121,0.000847635412030838
Spotx482,0,0,0,0,0.337174133807246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286598092432441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376227773760313,1.0423960927556e-05
Spotx483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000185045506553834
Spotx484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000620186403890648
Spotx485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.69184210224969e-33
Spotx486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49645062560942,0,0,0,0,0,0,0,0.50354937439058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427777798088314
Spotx487,0,0,0,0,0,0,0,0,0,0.25324698890223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74675301109777,4.91720287457576e-07
Spotx488,0,0,0,0,0.197144821755837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232492572161546,0.570362606082617,0.000369147186239818
Spotx489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000313944890911896
Spotx490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.91258081263066e-33
Spotx491,0,0,0,0,0.193204396117656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806795603882344,0.00108153680354798
Spotx492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.74725933407299e-33
Spotx493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.73222001835798e-06
Spotx494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295964341701974,0,0,0,0,0,0,0,0,0,0,0,0,0.704035658298027,0.00219068726000079
Spotx495,0,0,0,0,0.408434869027689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591565130972311,0.00240511541925954
Spotx496,0,0,0,0,0,0,0,0,0,0.382088700245256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617911299754744,0.00129430473505879
Spotx497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000321887025646527
Spotx498,0,0.439935946876316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560064053123684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079887958531826
Spotx499,0,0,0,0,0.637639222668253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362360777331747,0.00120098632614651
Spotx500,0,0.215586084052725,0,0.136190498452121,0.237393266921507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410830150573646,0.00012848171078838
Spotx501,0,0,0,0,0.352565227494567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376578005908873,0,0,0,0,0,0,0,0,0,0,0,0,0.27085676659656,0.00338664428638069
Spotx502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216236830306481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783763169693519,0.000116030361840786
Spotx503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318297852427562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27364807122309,0,0,0,0,0,0,0,0,0,0,0,0,0.408054076349349,0.000444042764084861
Spotx504,0,0,0,0,0.163885315067434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836114684932566,0.000232608832887029
Spotx505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.16691988513266e-34
Spotx506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175709547522134,0,0.824290452477866,0.00111964440229797
Spotx507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634177229198932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365822770801068,0.000856935694471646
Spotx508,0,0,0,0,0,0,0,0,0,0,0,0.269876183025146,0,0,0.202679999537579,0,0,0,0,0,0,0,0.24220440623969,0,0,0,0.285239411197585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129502119578145
Spotx509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.93726380165778e-33
Spotx510,0,0,0,0,0.166570579032427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350572057192917,0,0,0,0,0,0,0.482857363774657,0.000223112427734533
Spotx511,0,0,0.143675293893854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856324706106147,0.00780206547063536
Spotx512,0,0,0,0,0,0,0,0,0,0,0,0,0.22162122524972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77837877475028,2.33249509181437e-16
Spotx513,0,0,0,0,0.256076351841904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198918419146399,0,0,0,0,0.377976074792167,0,0,0,0,0,0,0,0.167029154219529,0.00139020626988723
Spotx514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373508877507557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626491122492443,0.00240414699948449
Spotx515,0,0.314570269482804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685429730517196,1.11460323764383e-33
Spotx516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61999555027018e-34
Spotx517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819169447716373
Spotx518,0,0,0.124192948205495,0,0.374943705901115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128294785416652,0,0,0,0,0,0,0,0,0,0,0,0,0.372568560476738,1.72976149418707e-05
Spotx519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230569305521708,0.376876822159945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392553872318347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387458703358772
Spotx520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285776036395315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393478477617667,0,0,0,0,0,0,0,0.320745485987017,0.000371278533457499
Spotx521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000329331440690345
Spotx522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00235077153850083
Spotx523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018039636948297
Spotx524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.53538113130111e-05
Spotx525,0,0,0,0,0.299517942324959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700482057675041,4.51585458964589e-05
