	logits
ENSMUSG00000039860	-1.8687404
ENSMUSG00000024780	-2.877035
ENSMUSG00000026904	-1.7537297
ENSMUSG00000041444	-1.6529748
ENSMUSG00000008763	-2.0857596
ENSMUSG00000002985	-0.16721696
ENSMUSG00000045671	-1.3036625
ENSMUSG00000005580	-1.5384974
ENSMUSG00000031592	-2.922073
ENSMUSG00000027784	-0.49837893
ENSMUSG00000037416	-1.408051
ENSMUSG00000030313	-1.3981882
ENSMUSG00000046314	0.006793114
ENSMUSG00000015656	-2.4564738
ENSMUSG00000034755	0.5265068
ENSMUSG00000031137	0.2093858
ENSMUSG00000084947	-1.7242465
ENSMUSG00000027210	0.46760926
ENSMUSG00000030621	-0.7478257
ENSMUSG00000078671	-1.3872061
ENSMUSG00000040850	-1.8469265
ENSMUSG00000070544	-1.8886067
ENSMUSG00000097156	-1.1726197
ENSMUSG00000028559	-2.1333406
ENSMUSG00000105552	-1.7039503
ENSMUSG00000034613	-1.2153846
ENSMUSG00000000420	-1.7932426
ENSMUSG00000029647	-2.1733923
ENSMUSG00000020023	-0.43532133
ENSMUSG00000053819	-0.46849915
ENSMUSG00000027581	-2.5912287
ENSMUSG00000086370	-1.8478286
ENSMUSG00000028484	-3.5117629
ENSMUSG00000037990	-0.81781167
ENSMUSG00000062995	-3.2778292
ENSMUSG00000037270	-2.5955138
ENSMUSG00000034007	-1.9047927
ENSMUSG00000038056	-2.2107108
ENSMUSG00000055373	-1.0738719
ENSMUSG00000050334	-1.6621574
ENSMUSG00000060371	-0.19331345
ENSMUSG00000038916	-2.8538804
ENSMUSG00000104283	-0.23428667
ENSMUSG00000022935	1.0802091
ENSMUSG00000032216	-2.6139662
ENSMUSG00000032878	-0.72747207
ENSMUSG00000035067	-0.81873566
ENSMUSG00000002265	-1.9219394
ENSMUSG00000025558	-1.8315228
ENSMUSG00000005533	-1.2849162
ENSMUSG00000003847	-1.6995213
ENSMUSG00000024576	-2.7486556
ENSMUSG00000029203	-2.311714
ENSMUSG00000090061	0.2733857
ENSMUSG00000063972	-1.2259053
ENSMUSG00000033419	-2.0851402
ENSMUSG00000042605	-2.621071
ENSMUSG00000027598	-2.4438472
ENSMUSG00000028944	-1.0679526
ENSMUSG00000037533	-1.7920333
ENSMUSG00000055932	-2.3855975
ENSMUSG00000001036	-1.7569691
ENSMUSG00000024425	-2.0183637
ENSMUSG00000000861	-0.5309639
ENSMUSG00000112308	-1.0636278
ENSMUSG00000061689	-2.2399476
ENSMUSG00000022186	-2.0273933
ENSMUSG00000045658	-0.24492599
ENSMUSG00000029004	-3.1594982
ENSMUSG00000038860	-0.50113297
ENSMUSG00000001441	-2.3152535
ENSMUSG00000029064	-3.1566482
ENSMUSG00000044647	-1.5041202
ENSMUSG00000022010	-2.2393365
ENSMUSG00000038738	-2.4588752
ENSMUSG00000005886	-2.2394009
ENSMUSG00000021171	-2.480241
ENSMUSG00000064329	-1.6557837
ENSMUSG00000022822	-2.9964123
ENSMUSG00000070733	-1.6339834
ENSMUSG00000022255	-2.4084203
ENSMUSG00000028080	-2.160832
ENSMUSG00000024743	-1.5965269
ENSMUSG00000089941	-0.12558076
ENSMUSG00000036745	-2.388006
ENSMUSG00000030657	-0.4412496
ENSMUSG00000040624	-0.6090474
ENSMUSG00000059495	-1.7772453
ENSMUSG00000019806	-1.5963053
ENSMUSG00000040855	-1.2883562
ENSMUSG00000035357	0.5878242
ENSMUSG00000053510	-2.110888
ENSMUSG00000021684	-0.96409214
ENSMUSG00000022265	-1.698592
ENSMUSG00000018427	-1.3666767
ENSMUSG00000026764	-2.3390732
ENSMUSG00000068748	-0.091013476
ENSMUSG00000029705	-1.2786367
ENSMUSG00000031833	-1.2968254
ENSMUSG00000036192	0.7111292
ENSMUSG00000034557	-2.035424
ENSMUSG00000025137	-1.8230985
ENSMUSG00000020994	-3.034428
ENSMUSG00000031708	-3.3410523
ENSMUSG00000004933	-2.1270494
ENSMUSG00000021065	-1.6650016
ENSMUSG00000017978	0.45387802
ENSMUSG00000024483	-2.2596843
ENSMUSG00000043154	-1.3064955
ENSMUSG00000005417	-2.5501125
ENSMUSG00000073557	-2.0406663
ENSMUSG00000041362	-2.0880685
ENSMUSG00000038296	-0.34072667
ENSMUSG00000032537	-0.54877216
ENSMUSG00000031010	-2.4359033
ENSMUSG00000031523	-0.2778391
ENSMUSG00000053025	-0.71836466
ENSMUSG00000025920	-1.8290561
ENSMUSG00000031673	-0.9122624
ENSMUSG00000026991	-1.5513384
ENSMUSG00000034593	-1.9826794
ENSMUSG00000071679	0.12848619
ENSMUSG00000020532	-1.6811534
ENSMUSG00000011751	-1.8287935
ENSMUSG00000060261	-2.2264614
ENSMUSG00000033352	-2.8653212
ENSMUSG00000027525	-1.9397273
ENSMUSG00000029328	-3.368991
ENSMUSG00000033768	-2.0103116
ENSMUSG00000024533	-2.2211354
ENSMUSG00000032589	-2.138617
ENSMUSG00000021224	-1.3864529
ENSMUSG00000032253	-1.4285948
ENSMUSG00000038774	-2.438666
ENSMUSG00000067786	-0.056112785
ENSMUSG00000022108	-2.4986398
ENSMUSG00000021111	-3.2708416
ENSMUSG00000024502	-2.1577322
ENSMUSG00000038453	-2.3868797
ENSMUSG00000022043	-3.533905
ENSMUSG00000035236	-1.5053588
ENSMUSG00000034610	-2.364348
ENSMUSG00000038048	0.5839035
ENSMUSG00000067567	-1.6160129
ENSMUSG00000036278	-0.85130894
ENSMUSG00000030279	-3.4266336
ENSMUSG00000000085	-1.865086
ENSMUSG00000030655	-2.7150247
ENSMUSG00000040111	-1.4345219
ENSMUSG00000022748	-2.0322294
ENSMUSG00000025964	-1.723737
ENSMUSG00000031559	1.716161
ENSMUSG00000033530	-2.631276
ENSMUSG00000024290	-2.542337
ENSMUSG00000055065	-2.8874242
ENSMUSG00000021852	-0.32473853
ENSMUSG00000006651	-2.486967
ENSMUSG00000026571	-1.984715
ENSMUSG00000092196	1.7203566
ENSMUSG00000053333	-2.0635936
ENSMUSG00000033721	-0.21192066
ENSMUSG00000057897	-2.077571
ENSMUSG00000024921	-1.1356158
ENSMUSG00000042390	-2.2378564
ENSMUSG00000050840	-0.18426864
ENSMUSG00000050663	0.22801265
ENSMUSG00000039000	-2.5627306
ENSMUSG00000044912	-1.4199908
ENSMUSG00000034252	-2.3579602
ENSMUSG00000041625	-0.5501736
ENSMUSG00000047907	1.3533287
ENSMUSG00000042744	-2.5825863
ENSMUSG00000022141	-2.4958448
ENSMUSG00000028412	-1.9682417
ENSMUSG00000000804	-2.5166473
ENSMUSG00000005371	-1.8645123
ENSMUSG00000036019	-0.155365
ENSMUSG00000014602	-2.8632038
ENSMUSG00000113694	-1.3721681
ENSMUSG00000000600	-2.599876
ENSMUSG00000004798	-1.4995314
ENSMUSG00000036155	-1.4500685
ENSMUSG00000029291	-2.4828806
ENSMUSG00000027312	-2.0946486
ENSMUSG00000004113	-2.255859
ENSMUSG00000024381	-2.90575
ENSMUSG00000026782	-2.2851982
ENSMUSG00000035133	-1.6174071
ENSMUSG00000038910	-1.2475744
ENSMUSG00000037989	-2.082233
ENSMUSG00000057455	-1.216069
ENSMUSG00000034269	-2.4370325
ENSMUSG00000032959	-2.4076478
ENSMUSG00000040612	-1.2573892
ENSMUSG00000061143	0.194153
ENSMUSG00000026833	-2.159689
ENSMUSG00000030172	-1.8472949
ENSMUSG00000049775	-1.8888447
ENSMUSG00000022811	-2.3335917
ENSMUSG00000030275	-3.0547953
ENSMUSG00000023944	-2.4610677
ENSMUSG00000041645	-2.7188077
ENSMUSG00000048874	-3.4185588
ENSMUSG00000027189	-2.16489
ENSMUSG00000031012	-2.0842636
ENSMUSG00000025217	-2.3078861
ENSMUSG00000040270	-0.78402734
ENSMUSG00000033066	-1.509039
ENSMUSG00000030092	0.170465
ENSMUSG00000021156	-2.8727815
ENSMUSG00000039943	-1.0232409
ENSMUSG00000052539	-0.9644232
ENSMUSG00000015165	-4.98169
ENSMUSG00000032384	-2.1155405
ENSMUSG00000053310	-1.6923387
ENSMUSG00000040490	-0.98468316
ENSMUSG00000087086	-0.46519315
ENSMUSG00000026004	-1.6526817
ENSMUSG00000026034	-3.198619
ENSMUSG00000024002	-2.343456
ENSMUSG00000097767	-2.2290168
ENSMUSG00000029095	-1.5274284
ENSMUSG00000037608	-2.469425
ENSMUSG00000019843	-1.7353421
ENSMUSG00000039697	-2.0620687
ENSMUSG00000030691	-1.6665747
ENSMUSG00000029629	-2.129781
ENSMUSG00000025907	-2.9909594
ENSMUSG00000036634	-1.5911026
ENSMUSG00000103971	-1.354948
ENSMUSG00000027365	-2.6678631
ENSMUSG00000024566	-2.488504
ENSMUSG00000019947	-0.80951077
ENSMUSG00000079659	-1.4783798
ENSMUSG00000056476	-1.9397835
ENSMUSG00000041992	-0.77421796
ENSMUSG00000053930	-0.20642334
ENSMUSG00000052713	-1.0783225
ENSMUSG00000017291	-2.387809
ENSMUSG00000052949	-1.7913756
ENSMUSG00000025019	-2.15308
ENSMUSG00000030064	-1.0387329
ENSMUSG00000057649	-3.183498
ENSMUSG00000039953	-2.6543324
ENSMUSG00000021767	-2.064211
ENSMUSG00000063358	-2.485894
ENSMUSG00000000631	-2.0225616
ENSMUSG00000026074	-2.8392649
ENSMUSG00000028229	-2.5767052
ENSMUSG00000037210	-2.6646762
ENSMUSG00000025224	-2.7071376
ENSMUSG00000039706	0.18161571
ENSMUSG00000071252	-1.1306226
ENSMUSG00000024400	-2.340397
ENSMUSG00000029651	-1.222176
ENSMUSG00000009418	-1.6917515
ENSMUSG00000102362	0.39111555
ENSMUSG00000086067	-1.2333114
ENSMUSG00000100162	-1.5570422
ENSMUSG00000028149	-1.7119964
ENSMUSG00000060579	-0.6859779
ENSMUSG00000006699	-2.9380195
ENSMUSG00000022199	-3.3900344
ENSMUSG00000062296	-2.0264957
ENSMUSG00000074733	-2.8579228
ENSMUSG00000037058	-2.9809315
ENSMUSG00000009079	-3.007158
ENSMUSG00000040481	-2.9059439
ENSMUSG00000030557	-2.1126397
ENSMUSG00000044573	-2.104473
ENSMUSG00000038481	-1.2046572
ENSMUSG00000021244	-2.5047467
ENSMUSG00000034574	-1.9010543
ENSMUSG00000014496	-2.1149256
ENSMUSG00000004031	-0.775742
ENSMUSG00000051451	-3.3993642
ENSMUSG00000015087	-2.735692
ENSMUSG00000028289	-0.5078425
ENSMUSG00000116417	-1.57146
ENSMUSG00000022185	-3.4890637
ENSMUSG00000054391	-0.692727
ENSMUSG00000068036	-2.9484954
ENSMUSG00000108563	-2.2128801
ENSMUSG00000031129	-1.0719867
ENSMUSG00000032580	-3.0472488
ENSMUSG00000031428	-2.2561822
ENSMUSG00000028397	-2.3729515
ENSMUSG00000060012	-2.0083072
ENSMUSG00000040407	-2.1856327
ENSMUSG00000020189	-1.4684267
ENSMUSG00000034120	-2.9301162
ENSMUSG00000037110	-1.652618
ENSMUSG00000060275	-1.2129974
ENSMUSG00000024462	-2.4748642
ENSMUSG00000026163	-0.45743996
ENSMUSG00000008489	-0.5672905
ENSMUSG00000016541	-2.5198977
ENSMUSG00000038535	-2.285342
ENSMUSG00000024843	-2.3343875
ENSMUSG00000058897	1.1128904
ENSMUSG00000034730	-2.4496691
ENSMUSG00000041297	-2.285813
ENSMUSG00000022957	-2.4454513
ENSMUSG00000049470	-2.0306342
ENSMUSG00000078816	-0.9007177
ENSMUSG00000041272	0.44529754
ENSMUSG00000024969	-2.3336122
ENSMUSG00000042589	-0.7309605
ENSMUSG00000032507	-2.78422
ENSMUSG00000026516	-3.3130114
ENSMUSG00000030451	-2.8307614
ENSMUSG00000024985	-0.35528103
ENSMUSG00000036890	-1.1179245
ENSMUSG00000037234	-2.1348104
ENSMUSG00000094296	-0.0038042949
ENSMUSG00000029814	-1.7007431
ENSMUSG00000034354	-2.2606938
ENSMUSG00000087143	-0.77565765
ENSMUSG00000038368	-1.643896
ENSMUSG00000097206	-2.917916
ENSMUSG00000020015	-2.1083272
ENSMUSG00000025656	-2.1663518
ENSMUSG00000068923	-2.8512852
ENSMUSG00000051335	-1.5333928
ENSMUSG00000026797	-2.6748726
ENSMUSG00000021068	-1.6601878
ENSMUSG00000000766	-0.15897408
ENSMUSG00000038518	-1.0922418
ENSMUSG00000053641	-2.2682488
ENSMUSG00000059602	-0.95134866
ENSMUSG00000006005	-2.3442824
ENSMUSG00000021448	-1.2708848
ENSMUSG00000085169	-1.6435782
ENSMUSG00000097051	-2.3318043
ENSMUSG00000032480	-2.851966
ENSMUSG00000038533	-1.9467051
ENSMUSG00000037818	-2.0667067
ENSMUSG00000042439	-1.7410734
ENSMUSG00000029068	-3.5879393
ENSMUSG00000053768	-2.203454
ENSMUSG00000035933	-1.9816359
ENSMUSG00000020849	-2.4124963
ENSMUSG00000049556	-1.7686495
ENSMUSG00000068015	-1.4186386
ENSMUSG00000025812	-1.5597414
ENSMUSG00000036062	-2.276811
ENSMUSG00000048332	-0.084716626
ENSMUSG00000033308	-0.03601264
ENSMUSG00000076439	-1.8009729
ENSMUSG00000040549	-2.6458123
ENSMUSG00000024240	-2.5403724
ENSMUSG00000036893	-2.6954677
ENSMUSG00000024277	-1.572444
ENSMUSG00000030683	-1.9573816
ENSMUSG00000031292	-1.4178611
ENSMUSG00000027351	-1.983665
ENSMUSG00000062591	-2.4462495
ENSMUSG00000025790	-1.1263534
ENSMUSG00000034799	-2.1027808
ENSMUSG00000054976	-0.81080055
ENSMUSG00000040990	-1.2810463
ENSMUSG00000060923	-1.1376964
ENSMUSG00000027546	-2.2294347
ENSMUSG00000050321	-0.46520716
ENSMUSG00000060227	-1.9384999
ENSMUSG00000003810	-2.0270433
ENSMUSG00000040451	-1.8727853
ENSMUSG00000027680	-3.9539843
ENSMUSG00000027035	-1.377156
ENSMUSG00000030000	-2.0431068
ENSMUSG00000039153	-0.9198157
ENSMUSG00000032340	-1.946439
ENSMUSG00000071860	-1.2768954
ENSMUSG00000014668	-2.352591
ENSMUSG00000022514	-1.2903432
ENSMUSG00000044252	-2.028791
ENSMUSG00000029635	-2.3581336
ENSMUSG00000039735	-1.0417852
ENSMUSG00000028809	-4.0634212
ENSMUSG00000039278	-1.8729011
ENSMUSG00000022801	-2.2082243
ENSMUSG00000026867	-2.4056702
ENSMUSG00000020076	-2.8147995
ENSMUSG00000022462	-1.4431782
ENSMUSG00000063568	-1.4992769
ENSMUSG00000040524	-1.6844668
ENSMUSG00000039159	-2.1088169
ENSMUSG00000029775	-2.5838535
ENSMUSG00000041650	-2.3676789
ENSMUSG00000020883	-2.536662
ENSMUSG00000085208	-2.21633
ENSMUSG00000026305	-2.4479969
ENSMUSG00000024855	-1.6327449
ENSMUSG00000071037	-1.1033263
ENSMUSG00000028556	-1.8932266
ENSMUSG00000063870	-2.1145926
ENSMUSG00000058756	-2.601791
ENSMUSG00000099401	-1.4096774
ENSMUSG00000026077	-0.82536155
ENSMUSG00000046138	-2.0914958
ENSMUSG00000041408	-2.8846467
ENSMUSG00000062115	-2.0499504
ENSMUSG00000090255	-0.38128287
ENSMUSG00000037098	-1.969705
ENSMUSG00000027303	-2.732753
ENSMUSG00000052852	-1.8797694
ENSMUSG00000013663	-3.006043
ENSMUSG00000094962	-1.4603376
ENSMUSG00000021945	-2.02777
ENSMUSG00000030096	-2.5015013
ENSMUSG00000060206	-1.0469829
ENSMUSG00000017843	-2.7826438
ENSMUSG00000026585	-2.5863338
ENSMUSG00000062627	-2.2991197
ENSMUSG00000035152	-1.8468205
ENSMUSG00000026349	-3.747711
ENSMUSG00000111846	-0.67999786
ENSMUSG00000035354	-2.31817
ENSMUSG00000033364	-2.034748
ENSMUSG00000054863	-1.3786786
ENSMUSG00000022914	-3.264914
ENSMUSG00000027562	-1.2903042
ENSMUSG00000025583	-2.9187047
ENSMUSG00000036377	-1.1671586
ENSMUSG00000042256	-0.048262022
ENSMUSG00000059474	-2.0290742
ENSMUSG00000022100	-2.5841532
ENSMUSG00000020671	-1.8698249
ENSMUSG00000021420	-2.1974015
ENSMUSG00000023912	-2.0708747
ENSMUSG00000064358	-0.44574165
ENSMUSG00000041216	-1.5148554
ENSMUSG00000034154	-2.4846733
ENSMUSG00000054611	-2.3025126
ENSMUSG00000017740	-2.9742045
ENSMUSG00000052812	-2.3687983
ENSMUSG00000036564	-2.3284082
ENSMUSG00000000305	0.24205615
ENSMUSG00000058070	-1.1580932
ENSMUSG00000039683	0.32154113
ENSMUSG00000039601	-0.8873193
ENSMUSG00000017781	-2.2723427
ENSMUSG00000032405	-2.47775
ENSMUSG00000031189	-0.55137837
ENSMUSG00000058761	-2.069809
ENSMUSG00000026090	-0.9913347
ENSMUSG00000035885	-2.1651015
ENSMUSG00000097545	-2.6444168
ENSMUSG00000018076	-2.7804527
ENSMUSG00000037112	-0.78179836
ENSMUSG00000031558	0.28752708
ENSMUSG00000034544	-2.2759464
ENSMUSG00000050783	0.11980878
ENSMUSG00000020262	-1.8655123
ENSMUSG00000027176	-2.564408
ENSMUSG00000048000	-4.1936183
ENSMUSG00000053838	-3.203536
ENSMUSG00000073565	0.18569654
ENSMUSG00000026825	-2.533325
ENSMUSG00000037706	-2.1901577
ENSMUSG00000022197	-0.21011327
ENSMUSG00000085363	-1.2577401
ENSMUSG00000031536	-2.8477817
ENSMUSG00000042581	0.6578091
ENSMUSG00000070570	-2.0361502
ENSMUSG00000038388	-1.2329333
ENSMUSG00000038764	-1.005638
ENSMUSG00000006740	-3.4308248
ENSMUSG00000041268	-3.2938235
ENSMUSG00000006586	-0.5020929
ENSMUSG00000058013	-1.8563076
ENSMUSG00000049606	-3.5225768
ENSMUSG00000031925	-0.25940338
ENSMUSG00000041380	1.1610906
ENSMUSG00000032186	-2.5476632
ENSMUSG00000051379	-1.0987754
ENSMUSG00000092274	0.19499952
ENSMUSG00000021676	-0.35347643
ENSMUSG00000052105	-1.4991987
ENSMUSG00000027965	0.3792838
ENSMUSG00000041308	-0.5026435
ENSMUSG00000025220	-3.1924117
ENSMUSG00000032575	-2.4596276
ENSMUSG00000049550	-2.4583762
ENSMUSG00000010086	-2.1237538
ENSMUSG00000025372	-1.6087521
ENSMUSG00000040412	-1.3082428
ENSMUSG00000059834	-1.9898161
ENSMUSG00000061313	-2.8019886
ENSMUSG00000036766	-0.94699126
ENSMUSG00000001089	-1.3537792
ENSMUSG00000038095	-2.743047
ENSMUSG00000057522	-2.0161686
ENSMUSG00000033545	-2.312095
ENSMUSG00000066037	-2.7785776
ENSMUSG00000035901	-2.3196244
ENSMUSG00000029053	-2.535418
ENSMUSG00000028439	-1.9538214
ENSMUSG00000050556	-1.8714967
ENSMUSG00000056296	0.5139479
ENSMUSG00000025041	-1.9890285
ENSMUSG00000029211	-1.1357279
ENSMUSG00000047747	-1.4389178
ENSMUSG00000028126	-2.2544072
ENSMUSG00000113895	-1.3081267
ENSMUSG00000027340	-2.2271047
ENSMUSG00000023861	-2.9744587
ENSMUSG00000019790	-2.1243606
ENSMUSG00000020640	-1.3366774
ENSMUSG00000032410	-2.3195922
ENSMUSG00000027364	-1.6606313
ENSMUSG00000084954	-0.23483862
ENSMUSG00000028580	-3.010076
ENSMUSG00000027634	-2.530222
ENSMUSG00000033760	-2.008327
ENSMUSG00000032532	-1.6405485
ENSMUSG00000058248	-1.019927
ENSMUSG00000071669	-2.0606706
ENSMUSG00000024283	-3.1781995
ENSMUSG00000036501	-2.8459525
ENSMUSG00000024558	-0.2813068
ENSMUSG00000024867	-0.28176117
ENSMUSG00000048388	-2.0770257
ENSMUSG00000041986	-1.5847291
ENSMUSG00000037754	-1.2251761
ENSMUSG00000061436	-1.8774531
ENSMUSG00000020886	-2.6251233
ENSMUSG00000041351	-1.7557608
ENSMUSG00000073147	-2.1842232
ENSMUSG00000112117	0.9900358
ENSMUSG00000037217	-1.8708215
ENSMUSG00000026347	-0.34937873
ENSMUSG00000027782	-2.6841145
ENSMUSG00000037486	-2.7075155
ENSMUSG00000042548	-1.8806434
ENSMUSG00000051391	-2.7459207
ENSMUSG00000066189	-0.99396294
ENSMUSG00000020074	-2.7059693
ENSMUSG00000042670	-2.0671084
ENSMUSG00000029106	-2.8045776
ENSMUSG00000040560	-3.427574
ENSMUSG00000032290	-1.7635063
ENSMUSG00000037475	-2.3679366
ENSMUSG00000040479	-1.6519846
ENSMUSG00000030428	-2.328852
ENSMUSG00000020794	-2.0150945
ENSMUSG00000113216	-1.3657023
ENSMUSG00000021285	-2.2377753
ENSMUSG00000021097	-1.0884811
ENSMUSG00000032017	-0.7539004
ENSMUSG00000038372	-1.4096632
ENSMUSG00000029534	-1.948669
ENSMUSG00000107563	-0.22542246
ENSMUSG00000004591	-2.8019938
ENSMUSG00000040151	-1.9116497
ENSMUSG00000036585	-0.48041087
ENSMUSG00000020658	-1.0924126
ENSMUSG00000052917	-2.154946
ENSMUSG00000097234	-1.8311739
ENSMUSG00000024642	-1.0699253
ENSMUSG00000032549	-3.2635043
ENSMUSG00000002489	-1.1263791
ENSMUSG00000036046	-2.0939612
ENSMUSG00000041609	-2.0794897
ENSMUSG00000026021	-1.91359
ENSMUSG00000097537	-2.157211
ENSMUSG00000034675	-3.0386107
ENSMUSG00000041115	-1.8076991
ENSMUSG00000074305	-1.575146
ENSMUSG00000079056	-0.8071665
ENSMUSG00000020340	-2.5104535
ENSMUSG00000027624	-2.6184046
ENSMUSG00000038696	-3.1302829
ENSMUSG00000025816	-2.6225307
ENSMUSG00000063455	-1.8204501
ENSMUSG00000040433	-2.304195
ENSMUSG00000024242	-2.069024
ENSMUSG00000036712	-2.5155482
ENSMUSG00000115693	-1.7575921
ENSMUSG00000026014	-1.7254562
ENSMUSG00000055447	-2.6830907
ENSMUSG00000087177	-1.9714391
ENSMUSG00000099994	-1.2965122
ENSMUSG00000029563	0.09288288
ENSMUSG00000031996	-2.5809972
ENSMUSG00000026885	-2.195856
ENSMUSG00000021051	-2.5122035
ENSMUSG00000002006	-1.9559379
ENSMUSG00000035623	-2.5042357
ENSMUSG00000030846	-2.5498848
ENSMUSG00000086942	-1.841635
ENSMUSG00000028137	-2.456126
ENSMUSG00000037331	-2.4365253
ENSMUSG00000029550	-2.756073
ENSMUSG00000031309	-1.227581
ENSMUSG00000029422	-6.900909
ENSMUSG00000062590	-2.8660154
ENSMUSG00000073664	-2.3004131
ENSMUSG00000029686	-2.8805823
ENSMUSG00000036006	-0.8216599
ENSMUSG00000028538	-2.072
ENSMUSG00000062151	0.6749618
ENSMUSG00000020700	-2.2524734
ENSMUSG00000027030	-1.5771503
ENSMUSG00000029701	-2.862704
ENSMUSG00000097546	-2.2854261
ENSMUSG00000066687	-0.81642956
ENSMUSG00000053907	-3.0339646
ENSMUSG00000020321	-2.7652228
ENSMUSG00000015709	-1.7304215
ENSMUSG00000042078	-1.930906
ENSMUSG00000052698	-1.6143615
ENSMUSG00000064202	-1.6553302
ENSMUSG00000043384	-2.4344277
ENSMUSG00000039197	-1.8457662
ENSMUSG00000055531	-3.0526698
ENSMUSG00000033014	-2.3132935
ENSMUSG00000084984	-2.0968797
ENSMUSG00000035765	-2.2524028
ENSMUSG00000034818	-2.66021
ENSMUSG00000038240	-2.0061727
ENSMUSG00000053714	-1.3798825
ENSMUSG00000097219	-1.9657755
ENSMUSG00000097023	-1.5161808
ENSMUSG00000020152	-2.9241068
ENSMUSG00000038970	-2.1110399
ENSMUSG00000020827	-4.2168465
ENSMUSG00000021500	-8.388325
ENSMUSG00000035566	-0.39156172
ENSMUSG00000087259	-1.3016322
ENSMUSG00000059586	-2.129624
ENSMUSG00000029238	-2.8423686
ENSMUSG00000027010	-2.8704228
ENSMUSG00000020774	-8.823649
ENSMUSG00000052632	-1.7716488
ENSMUSG00000020305	-2.8473024
ENSMUSG00000019726	-2.0027034
ENSMUSG00000030077	-0.9560714
ENSMUSG00000034098	0.17664528
ENSMUSG00000020173	-1.4186391
ENSMUSG00000020044	-0.72285604
ENSMUSG00000040565	-2.336719
ENSMUSG00000058297	-1.9504087
ENSMUSG00000013495	-2.2426496
ENSMUSG00000038807	-1.3256502
ENSMUSG00000026504	-2.4420428
ENSMUSG00000020728	0.023765586
ENSMUSG00000073682	-1.9181222
ENSMUSG00000086805	-1.4047627
ENSMUSG00000016386	-0.8925113
ENSMUSG00000033161	-1.8751315
ENSMUSG00000027201	-2.8500776
ENSMUSG00000009647	-1.7086929
ENSMUSG00000026596	-1.7635624
ENSMUSG00000044667	-1.735799
ENSMUSG00000068747	-2.0826159
ENSMUSG00000036561	-2.6262887
ENSMUSG00000063296	-1.0933218
ENSMUSG00000019831	-2.3915083
ENSMUSG00000042216	-1.4256504
ENSMUSG00000022000	-3.1228402
ENSMUSG00000052298	-2.1403651
ENSMUSG00000058997	-1.7857926
ENSMUSG00000041020	-2.1946297
ENSMUSG00000033389	-1.9154301
ENSMUSG00000039530	-2.722336
ENSMUSG00000057406	-2.4126966
ENSMUSG00000033577	-1.8509899
ENSMUSG00000022052	-2.4775164
ENSMUSG00000060073	-2.6487913
ENSMUSG00000039262	-3.248451
ENSMUSG00000020300	-2.5620475
ENSMUSG00000030615	-2.47912
ENSMUSG00000040209	-1.5539491
ENSMUSG00000025609	-2.7138987
ENSMUSG00000052928	-1.8297054
ENSMUSG00000034687	-0.082515575
ENSMUSG00000039428	-2.9583194
ENSMUSG00000006576	-2.986011
ENSMUSG00000034295	-0.9673126
ENSMUSG00000031701	-3.7618375
ENSMUSG00000029822	-0.6374873
ENSMUSG00000073563	-2.3497107
ENSMUSG00000045078	-2.0447667
ENSMUSG00000047414	-0.43585214
ENSMUSG00000084849	-2.1752005
ENSMUSG00000051910	0.14377959
ENSMUSG00000022789	-3.1251953
ENSMUSG00000085134	-2.0595343
ENSMUSG00000067851	-2.9388628
ENSMUSG00000033335	-2.4565763
ENSMUSG00000022376	-0.8011966
ENSMUSG00000032855	-3.991392
ENSMUSG00000022105	-1.9996566
ENSMUSG00000064302	-3.2644017
ENSMUSG00000029093	-0.57829547
ENSMUSG00000026319	-3.2505636
ENSMUSG00000035168	-1.1958642
ENSMUSG00000046201	-3.1814656
ENSMUSG00000028423	-3.667096
ENSMUSG00000028986	-2.2147205
ENSMUSG00000025423	-2.4400558
ENSMUSG00000038331	-0.5355201
ENSMUSG00000003410	-2.4579635
ENSMUSG00000058230	-2.3341234
ENSMUSG00000022861	-0.38315934
ENSMUSG00000020738	-3.2265697
ENSMUSG00000029655	-2.4276042
ENSMUSG00000015882	-0.9558132
ENSMUSG00000040268	-1.5523077
ENSMUSG00000012609	-1.8091441
ENSMUSG00000020297	-1.9330138
ENSMUSG00000037750	-2.0341706
ENSMUSG00000004865	-2.5923738
ENSMUSG00000036225	-1.0646173
ENSMUSG00000036097	-2.4039323
ENSMUSG00000030854	-1.8759428
ENSMUSG00000053519	0.52124774
ENSMUSG00000114437	-0.6059404
ENSMUSG00000040022	-2.865864
ENSMUSG00000047409	-1.6233207
ENSMUSG00000110246	0.9538314
ENSMUSG00000020721	-2.496276
ENSMUSG00000028086	-2.1670086
ENSMUSG00000020368	-2.5961206
ENSMUSG00000025730	-2.8287342
ENSMUSG00000002459	-0.61547
ENSMUSG00000101872	-2.9676328
ENSMUSG00000040351	-2.0850039
ENSMUSG00000032407	-7.5209327
ENSMUSG00000009470	-3.1188533
ENSMUSG00000035934	-1.0918807
ENSMUSG00000026790	-2.3765721
ENSMUSG00000019647	-0.4324599
ENSMUSG00000020564	-2.2740612
ENSMUSG00000020166	-2.8865073
ENSMUSG00000079065	-3.6101048
ENSMUSG00000085130	-0.6331837
ENSMUSG00000090053	-0.91346616
ENSMUSG00000037111	-2.2456603
ENSMUSG00000025959	-1.8777863
ENSMUSG00000027104	-2.3653429
ENSMUSG00000026482	-1.4493716
ENSMUSG00000022471	-1.7930665
ENSMUSG00000004207	-4.171063
