rn,Astro_0,Astro_1,Astro_2,Ext_Amy_2,Ext_Hpc_1,Ext_Hpc_3,Ext_Hpc_4,Ext_L23,Ext_L25,Ext_L5_1,Ext_L56,Ext_L6,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Inh_1,Inh_3,Inh_4,Inh_6,Inh_Meis2_2,Inh_Meis2_3,Inh_Pvalb,Inh_Sst,Inh_Vip,Micro,Oligo_2,OPC_1,Unk_1,res_ss
Spotx423,0,0,0,0,0,0.41971199371544,0.306845269908996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273442736375564,0,0,0.00219629815934604
Spotx424,0,0,0,0.329034012882477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312583858839477,0,0.358382128278046,0.00293199355773412
Spotx425,0,0,0.528835201070915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471164798929085,0.000117918017822995
Spotx426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522826498539517,0,0.477173501460484,0.000501371432487907
Spotx427,0,0,0,0,0.376278462541184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623721537458816,0.000327274848793712
Spotx428,0,0,0,0.196838010017001,0,0,0,0,0.262686398213015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540475591769984,0.000362717470988955
Spotx429,0,0,0,0.39121562173693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608784378263071,0.000179668681359097
Spotx430,0,0,0,0.300736016941645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699263983058355,0.0014002260185009
Spotx431,0,0,0,0.183390008939094,0,0,0,0,0,0,0,0.248387095303856,0,0,0,0.153203774976757,0,0,0,0,0,0,0,0,0,0,0,0.415019120780293,0.00117979718463639
Spotx432,0,0,0.18015174094185,0,0,0,0,0,0,0,0,0.248996941113948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304321435468677,0,0.266529882475525,0.000216016343476381
Spotx433,0,0,0,0.36844826421672,0,0,0,0,0,0.304370786773065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327180949010215,0.000591102484047364
Spotx434,0,0,0,0.183076135318614,0,0,0,0,0,0,0,0.365471168215892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451452696465495,1.05822175670516e-33
Spotx435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450464517299375,0,0,0,0,0,0,0,0,0,0,0.549535482700625,4.556406265695e-06
Spotx436,0,0,0,0,0.335021289860649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664978710139351,0.000408547006561193
Spotx437,0,0,0,0.371258105523974,0,0,0,0,0,0.266251432726708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362490461749318,0.00339498478324925
Spotx438,0,0,0,0,0.215598225908952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591356258949988,0,0.19304551514106,0.00349493306357184
Spotx439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472006425143107,0,0,0,0,0,0,0,0.527993574856893,3.71389944219335e-05
Spotx440,0,0,0,0,0,0,0,0,0.159263172785788,0,0,0,0,0,0,0,0.2540572503619,0,0,0,0,0,0,0,0,0.14197538965898,0,0.444704187193332,0.000229038760394146
Spotx441,0,0,0,0,0.155510658860487,0,0,0,0,0,0,0,0,0,0,0,0,0.255904829272133,0,0,0,0,0,0,0,0.232195304252908,0,0.356389207614472,0.00189630470663108
Spotx442,0,0,0,0,0,0,0,0,0,0,0,0.159872807008737,0,0,0,0,0,0,0,0,0.150867982023931,0,0,0,0,0,0,0.689259210967333,3.5925418013029e-05
Spotx443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459942660686922,0,0.540057339313078,0.000127636975372303
Spotx444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159253516746996,0,0,0,0,0,0,0,0,0.558711114154482,0,0.282035369098522,0.00582581737646283
Spotx445,0,0.281186946067173,0.196916101847203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521896952085624,0.000505858925109381
Spotx446,0,0,0,0,0.36071079771653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63928920228347,0.00100674514096935
Spotx447,0,0,0,0,0.431252885788786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568747114211215,0.00444774227417065
Spotx448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08207617081819e-07
Spotx449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226792424890796,0,0,0,0,0,0,0,0,0,0,0.773207575109204,4.28828802349315e-26
Spotx450,0,0,0,0,0.266606597788152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733393402211848,0.00225918309327106
Spotx451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000474785083280733
Spotx452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00133112295935945
Spotx453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329672869703261,0,0.670327130296739,0.000557476260354252
Spotx454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000503567088103355
Spotx455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401223710453229,0,0,0,0,0,0.267779818371399,0,0.330996471175372,0.000186842875329656
Spotx456,0,0,0,0.395815543973885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183722597611736,0,0.42046185841438,0.00434414115674203
Spotx457,0,0,0,0.289045297625857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710954702374143,0.00268187570068756
Spotx458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529519511027344,0,0,0,0,0,0,0,0.470480488972656,0.000549589920969343
Spotx459,0,0,0,0.255640125328957,0.222159564794245,0,0,0,0,0,0,0,0,0,0,0,0.222497988189833,0,0,0,0,0,0,0,0,0,0,0.299702321686965,0.00086744300105104
Spotx460,0,0,0,0,0,0,0,0,0,0,0,0.219253084288278,0,0,0,0,0,0,0,0,0,0,0,0.205863723773095,0,0,0,0.574883191938628,0.001779247675636
Spotx461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405747986331411,0,0.594252013668589,2.98763172606289e-05
Spotx462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84340100572916e-05
Spotx463,0,0,0,0,0.385364456110019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274982937980106,0,0.339652605909875,0.00225728623052898
Spotx464,0,0,0,0,0,0,0,0,0,0.147914150509113,0,0.163608471604162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688477377886725,0.00279460907221526
Spotx465,0,0,0,0,0.185037687491157,0,0,0,0,0,0,0,0,0,0,0,0.215450199449193,0,0,0,0,0,0,0,0,0,0,0.599512113059651,8.2816506429245e-13
Spotx466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359335336316262,0.138922736982719,0,0,0,0,0,0,0,0,0,0.501741926701019,2.26986327281305e-30
Spotx467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.76834837549236e-05
Spotx468,0,0,0,0.151390623153362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151322408695935,0,0.697286968150703,0.000868012365555903
Spotx469,0,0,0,0.173303344596531,0,0,0,0,0,0.202067983741885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624628671661584,0.00353614646113986
Spotx470,0,0,0,0,0,0,0.296359864212829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703640135787171,2.05917109126145e-05
Spotx471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000883683217192543
Spotx472,0,0,0,0,0,0,0,0.408874577588907,0.182650887862572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408474534548521,4.65772633744602e-05
Spotx473,0,0,0,0,0.325191156866313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445649891975211,0,0,0,0,0.229158951158476,0,0,0,0,2.09970981239454e-06
Spotx474,0,0,0,0.472911292482949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527088707517051,0.00539109749233787
Spotx475,0,0,0,0,0.279337936495431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720662063504569,0.00100779042079349
Spotx476,0,0,0,0,0,0,0,0,0.114139013124931,0,0,0.118707273242338,0,0,0,0,0,0,0,0,0,0,0.229339544662755,0,0,0,0,0.537814168969976,9.31669199162289e-33
Spotx477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479517859040944,0,0.520482140959056,0.0019914312927246
Spotx478,0,0,0.17936597886858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360516569924756,0.460117451206664,0.000323094731737131
Spotx479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000187137291948428
Spotx480,0,0,0,0,0,0,0.15728441800671,0.33418790011191,0,0,0,0.301961639877677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206566042003703,0.00273161202277981
Spotx481,0,0,0,0.273320211318603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726679788681397,0,0,0,0,0,0,0.000460142724736503
Spotx482,0,0,0,0.220419809732028,0,0,0,0.247072859754352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532507330513619,0.000699377564505657
Spotx483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spotx484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357976281869816,0,0.642023718130185,0.0004365965971584
Spotx485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00150105576805806
Spotx486,0,0,0,0.405488870448998,0,0.186653252708921,0,0,0,0,0,0,0,0,0,0,0.206010813558148,0,0,0,0,0,0,0,0,0,0,0.201847063283933,0.000371842035060644
Spotx487,0,0,0,0,0,0,0,0,0,0,0,0.273135856165382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726864143834618,2.07556100025673e-07
Spotx488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00146145296229968
Spotx489,0,0,0,0,0.153960154527282,0,0,0,0,0,0.251867971696805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204325935993562,0,0.389845937782351,0.00275713700644031
Spotx490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205188661818943,0.236516788609818,0,0,0,0,0,0,0,0.197329943126307,0,0.360964606444932,0.000237242091966115
Spotx491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363067917113149,0,0.636932082886851,0.000445258712972033
Spotx492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579933600937726,0,0.420066399062274,0.00182459341174992
Spotx493,0,0,0,0,0.24851692968072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75148307031928,0.000637118565307507
Spotx494,0,0,0,0,0.233848942552278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766151057447722,0.000519325907291551
Spotx495,0,0,0,0.405163116002957,0,0.172444061914142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422392822082902,0.00215063900787818
Spotx496,0,0,0,0,0.200750407081558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799249592918442,0.000104352710145944
Spotx497,0,0,0,0,0,0,0,0,0.271414065713934,0.123756082461481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262460939538604,0,0.342368912285982,0.00206794547633196
Spotx498,0,0,0,0,0.332710173517298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667289826482702,0.00114470599115887
Spotx499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130675628474787,0,0,0,0,0.229317189289847,0,0,0,0,0,0.640007182235366,8.99518247459241e-13
Spotx500,0,0,0,0.198301008085821,0,0.500671124055947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301027867858232,0.000884679205537542
Spotx501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000177601056536822
Spotx502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252175828266215,0,0.747824171733785,0.00247639513540758
Spotx503,0,0,0,0,0,0,0,0.274531835084948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264529941645562,0,0.460938223269491,0.000896152103301316
Spotx504,0,0,0,0,0,0.231083295275267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399440585838914,0,0.369476118885819,0.000927028103374452
Spotx505,0,0,0,0,0.149314594061431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137907861924137,0,0,0,0,0,0,0,0,0.712777544014432,0.000746697799808511
Spotx506,0,0,0.313306637562376,0.261198339303155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425495023134469,4.76577003274716e-07
Spotx507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182997963813209
Spotx508,0,0,0,0.281359472121398,0,0,0,0,0,0.461662831092382,0,0,0.25697769678622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446657410351491
Spotx509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386641839631407,0,0.613358160368593,0.00159895820048901
Spotx510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674330516661548,0,0,0,0,0,0.325669483338452,1.82420481799071e-05
Spotx511,0,0,0,0,0.286910009920942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713089990079058,0.00111005832583756
Spotx512,0,0,0,0.213334035093796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144384968362129,0.254536812259295,0,0.38774418428478,2.70307722319733e-29
Spotx513,0,0,0,0,0,0,0,0.254609734833081,0,0,0,0.274753919364483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470636345802436,0.000208939143879066
Spotx514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spotx515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400479387454515,0,0,0,0,0,0,0.599520612545486,3.02022066151013e-05
Spotx516,0,0,0,0.201416083681952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212697721103309,0,0.585886195214739,0.000812187082295389
Spotx517,0,0,0,0,0,0,0.176059390187318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344365673104127,0,0,0,0.278035548646412,0,0.201539388062142,0.000450382018757736
Spotx518,0,0,0,0,0,0,0,0,0,0,0,0.173300731851454,0,0,0,0,0,0,0,0,0.182753574649807,0,0,0,0,0,0,0.643945693498739,0.000866506512883818
Spotx519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00415101931639582
Spotx520,0,0,0,0.19291755544216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300441914916321,0.224703410164511,0.281937119477008,1.2279300600587e-05
Spotx521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268146851525073,0,0.731853148474927,0.00118168535106252
Spotx522,0,0,0.302928952227282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697071047772718,0.00387922674882347
Spotx523,0,0,0,0.251126217460665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748873782539335,0.000860259868080579
Spotx524,0,0,0,0,0.280827303270078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719172696729923,0.0050699189210155
Spotx525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396012169518102,0,0,0,0,0,0.603987830481898,1.1465949355582e-05
Spotx526,0,0,0,0.320269643621682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213555323639692,0,0,0,0,0,0,0,0,0,0.466175032738626,2.45000179564681e-05
Spotx527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260786738162578,0,0,0,0,0,0,0,0,0,0,0,0,0.739213261837422,0.000712834930053403
Spotx528,0,0,0,0.268880018050169,0.20323046959639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527889512353441,0.0035280573445633
Spotx529,0,0,0.207546988199841,0,0,0,0,0,0,0,0,0,0,0,0.167771355675577,0,0,0,0,0,0,0,0,0,0,0,0.320261946721138,0.304419709403444,0.000305647405755054
Spotx530,0,0,0,0,0,0,0,0,0,0.160132978879238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297519204674571,0,0.542347816446191,0.00130014581529883
Spotx531,0,0,0,0.343650047418609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656349952581391,0.00113404014217691
Spotx532,0,0,0,0,0.481251040767389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518748959232611,0.00196564734880721
Spotx533,0,0,0,0,0.318869151261581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68113084873842,0.000282800462032524
Spotx534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00172366655795248
Spotx535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00362829506486507
Spotx536,0,0,0,0.182925262667835,0,0,0,0,0,0.19273094603977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150175568271636,0,0.474168223020759,0.000489638185385103
Spotx537,0,0,0,0.705016601911731,0,0,0,0,0,0,0,0.29498339808827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102430982339165
Spotx538,0,0,0,0,0.242023698392464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267584148160281,0,0.490392153447255,0.00319852091713922
Spotx539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00742755472695739
Spotx540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000846407241309843
Spotx541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503866226370576,0,0,0,0,0,0,0,0.496133773629425,0.00141610804759554
Spotx542,0,0,0,0,0,0,0.684733609470342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315266390529659,0.00145771888204717
Spotx543,0,0,0,0,0.362654609197924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637345390802076,0.00217182321019567
Spotx544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184163040597547,0,0,0,0,0,0,0,0,0,0,0.297574882836973,0,0.518262076565481,0.000814001251050329
Spotx545,0,0,0,0,0.523551057143612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476448942856388,8.00467778336046e-13
Spotx546,0,0,0,0.153607474160352,0.196005225181406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169132897815757,0,0.481254402842485,0.000719464241902444
Spotx547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205901827081304,0.221863947604079,0.178815250500035,0,0,0,0.393418974814583,4.55393341369289e-32
Spotx548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9952892724511e-32
Spotx549,0,0.324831290129968,0,0,0.247816144631519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238409032556367,0.188943532682147,0,0,0.000591098454260159
Spotx550,0,0,0.192158944521467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807841055478533,0.0011496400461962
Spotx551,0,0,0,0,0.292012268085928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199915334327912,0,0.50807239758616,0.00318312246355232
Spotx552,0,0,0,0.367306908567635,0,0.191835986261748,0.440857105170617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32820922398815e-06
Spotx553,0,0,0,0.173792731212201,0,0,0,0,0,0,0,0,0,0,0,0.226029715296975,0,0,0,0,0,0,0,0,0,0.600177553490824,0,0,0.000956784110206208
Spotx554,0,0,0,0,0,0,0,0.174537483026465,0,0,0,0,0,0.151919750366986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673542766606549,0.00110007717853566
Spotx555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205061706914757,0,0,0,0,0,0,0,0,0,0.794938293085244,0.000770285971592085
Spotx556,0,0,0,0.14666535579569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522822390509896,0,0.330512253694414,3.10931162007387e-05
Spotx557,0,0,0,0.357035429122245,0,0,0.180527787037131,0,0,0.173792878294549,0.148572879464701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140071026081374,0.00115595637878744
Spotx558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298957252515836,0.475885853555115,0,0,0,0,0.22515689392905,9.09235816889724e-13
Spotx559,0,0,0.575190562871828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424809437128171,0.000290513353142757
Spotx560,0,0.264638415926059,0.371347820451402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161181911742238,0.202831851880301,0.00181995088999709
Spotx561,0,0,0,0,0.300206738652136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699793261347864,0.000399981947877172
Spotx562,0,0,0,0,0.253368011941498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746631988058502,0.00195172305224821
Spotx563,0,0,0,0,0,0,0.370010060584415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629989939415586,0.00238358380251548
Spotx564,0,0,0,0.149805050883765,0.171977666931132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678217282185103,0.00226237877068443
Spotx565,0,0,0,0.349727469096963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239412831563624,0,0.410859699339413,8.70849000388401e-05
Spotx566,0,0,0,0.168904553741549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237614453293666,0,0,0.593480992964784,0.000133371824140428
Spotx567,0,0,0.244675028350355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403272214609305,0,0,0,0,0,0,0,0,0.35205275704034,3.54514475783229e-07
Spotx568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191141564261861,0,0,0,0,0,0.217382234177884,0,0.591476201560255,0.000246148709186344
Spotx569,0,0,0,0,0,0,0.198723443253391,0,0,0.177153384266214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624123172480396,0.0023314957940731
Spotx570,0,0,0,0.361805615116327,0,0,0,0,0,0,0,0.315752146031573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3224422388521,0.010004087698238
Spotx571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216021488548919,0,0.783978511451081,0.000632574547825556
Spotx572,0,0,0,0,0.246140049469146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753859950530854,4.19777713790978e-35
Spotx573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352852187069828,0,0.38866302306252,0,0,0.258484789867652,7.09696997100269e-06
Spotx574,0,0,0,0,0,0,0,0,0,0,0,0,0.166850879590924,0,0,0,0,0,0,0,0,0,0,0,0,0.245429633316625,0,0.587719487092451,0.000350912444067087
Spotx575,0,0,0,0,0,0,0,0,0,0,0,0.260635613862633,0.255356776058335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484007610079032,0.000122384238771401
Spotx576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23223940919516,0,0.190718179596841,0.247375147047104,0,0,0,0,0,0.329667264160896,0.000178611062800326
Spotx577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385228889627464,0,0,0,0,0,0,0.614771110372536,1.95895683443831e-05
Spotx578,0,0,0,0,0.174530887594419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174076308836921,0,0,0,0,0,0,0.65139280356866,0.00195717180767838
Spotx579,0,0,0,0.218600302858784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164607144464291,0,0,0,0,0,0.14628317805866,0,0.470509374618266,5.70064252695995e-05
Spotx580,0,0,0,0,0.170798128514605,0,0,0,0,0,0,0,0,0,0,0,0.158067783708126,0,0,0,0,0,0,0,0,0.364888404302308,0,0.306245683474961,0.00407536047336679
Spotx581,0,0,0.355211094868871,0,0,0,0,0,0,0.179167535436873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174157759767946,0,0.291463609926311,0.00200243036042076
Spotx582,0,0,0,0,0,0.226304008848426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773695991151574,0.0025826974526172
