,Astro_3,Ext_L25,Ext_L6,Oligo_2,Ext_Hpc_1,Inh_Meis2_4,Nb_2,Ext_L23,Inh_Pvalb,Inh_Vip,Ext_L5_1,Inh_4,Ext_Thal_1,Inh_Meis2_3,Ext_Hpc_2,Inh_6,Inh_3,OPC_1,Micro,Ext_Pir,Astro_0,Unk_1,Ext_Hpc_3,Ext_Amy_2,Inh_Lamp5,Inh_2,Ext_Unk_3,Ext_Hpc_4,Ext_L6B,Astro_2,LowQ_2,Ext_Thal_2,Inh_Sst,Ext_Amy_1,Inh_1,Ext_L5_2,Ext_L56,Inh_5,Ext_ClauPyr,Oligo_1,Astro_4,Astro_1,Inh_Meis2_2,Nb_1,Inh_Meis2_1,OPC_2
Spotx395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3856.0,0.0,0.0,0.0,0.0,21784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.0,0.0,0.0,0.0,0.0,4477.0,0.0,11918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2621.0,0.0
Spotx396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19727.0,7313.0,3416.0,0.0,0.0,0.0,6968.0,0.0,7256.0,0.0,0.0,2415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.0,18209.0,0.0,0.0,0.0,4570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4170.0,0.0
Spotx397,0.0,0.0,0.0,0.0,0.0,0.0,4054.0,0.0,12150.0,0.0,0.0,0.0,0.0,22208.0,0.0,10274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.0,0.0,0.0,0.0,3610.0,0.0
Spotx398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.0,0.0,0.0,0.0,0.0,9814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,0.0
Spotx399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14217.0,0.0,0.0,0.0,0.0,11243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13864.0,0.0,0.0,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4599.0,0.0,0.0,0.0,6386.0,0.0
Spotx400,0.0,0.0,0.0,0.0,0.0,0.0,2437.0,17813.0,5337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21763.0,17724.0,0.0,0.0,2458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421.0,0.0
Spotx401,0.0,0.0,14666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13114.0,0.0,0.0,0.0,2389.0,0.0,0.0,1595.0,4276.0,0.0,0.0,0.0,0.0,28628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873.0,0.0,0.0,0.0,0.0,25167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20351.0,0.0,58295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.0,0.0
Spotx403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17541.0,0.0,15813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.0,0.0,4356.0,0.0,0.0,0.0,0.0,0.0,41727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3580.0,0.0,0.0,0.0,0.0,0.0
Spotx405,8851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6745.0,0.0,0.0,0.0,0.0,3605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4732.0,0.0,0.0,0.0,0.0,12659.0,0.0,0.0,4872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9217.0,0.0,0.0,0.0,0.0,9231.0,0.0,1885.0,0.0,0.0,0.0,4487.0,0.0
Spotx407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3855.0,0.0,34190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.0,0.0,20605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,0.0,0.0
Spotx408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19188.0,0.0,0.0,0.0,0.0,21279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11770.0,0.0,0.0,0.0,0.0,12339.0,0.0,0.0,0.0,0.0,0.0,11775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx409,2075.0,0.0,8561.0,0.0,0.0,0.0,0.0,0.0,17793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11071.0,0.0,0.0,0.0,18788.0,0.0,0.0,0.0,8949.0,0.0,17916.0,0.0,0.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,3975.0,0.0,0.0,3082.0,0.0
Spotx410,3359.0,5688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3598.0,2805.0
Spotx411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5650.0,4054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,0.0,0.0,0.0,0.0,3510.0,0.0,0.0,0.0,0.0,0.0,2394.0,0.0,0.0,0.0,5150.0,0.0
Spotx412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10659.0,0.0,0.0,3904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9856.0,0.0,0.0,8837.0,0.0,39564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2773.0,0.0,0.0,0.0,0.0,0.0
Spotx414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8952.0,0.0,0.0,0.0,0.0,36790.0,0.0,0.0,0.0,0.0,2242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22354.0,0.0,12713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,0.0,0.0,0.0,10186.0,0.0
Spotx415,3002.0,0.0,0.0,0.0,0.0,0.0,0.0,9833.0,6196.0,0.0,0.0,0.0,0.0,15961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24292.0,0.0,0.0,14253.0,0.0,0.0,0.0,0.0,6068.0,0.0,0.0,0.0,0.0,0.0,2553.0,0.0,0.0,0.0,0.0,0.0
Spotx416,0.0,0.0,13372.0,0.0,0.0,0.0,0.0,0.0,11917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.0,0.0,0.0,6648.0,0.0,0.0,0.0,0.0,0.0,0.0,4470.0,0.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0,0.0
Spotx417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10225.0,0.0,0.0,0.0,0.0,13295.0,0.0,9502.0,8031.0,11780.0,0.0,0.0,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25200.0,4588.0,0.0,0.0,0.0,0.0,13022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020.0,0.0,0.0,0.0,0.0,10775.0,0.0,0.0,8693.0,0.0,0.0,6137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7835.0
Spotx419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8678.0,0.0,0.0,0.0,0.0,10947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20088.0,0.0,0.0,5338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx420,2264.0,0.0,12679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20233.0,0.0,0.0,0.0,0.0,2455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15592.0,0.0,0.0,0.0,0.0,12692.0,10443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61387.0,0.0,0.0,5853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,6170.0,0.0,0.0,0.0,0.0
Spotx422,0.0,0.0,6049.0,0.0,0.0,0.0,0.0,0.0,5982.0,0.0,0.0,0.0,0.0,5599.0,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19803.0,0.0,0.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12459.0,0.0,0.0,0.0,0.0,15033.0,0.0,0.0,23506.0,0.0,0.0,0.0,0.0,5847.0,0.0,0.0,0.0,0.0,14275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24311.0,0.0,0.0,0.0,7347.0,10510.0,0.0,0.0,0.0,0.0,0.0,9612.0,7114.0,0.0,0.0,0.0,0.0,0.0,39404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26864.0,0.0,0.0,0.0,0.0,7357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4062.0,0.0
Spotx426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17340.0,0.0,28055.0,0.0,0.0,28622.0,0.0,0.0,0.0,0.0,0.0,0.0,2230.0,5638.0,0.0,0.0,0.0,0.0,31682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9436.0,0.0
Spotx427,0.0,0.0,0.0,0.0,13063.0,0.0,0.0,0.0,5342.0,0.0,0.0,0.0,0.0,12332.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,0.0,0.0,0.0,0.0,0.0,20298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36846.0,0.0,0.0,16183.0,0.0,0.0,0.0,0.0,2566.0,0.0,0.0,0.0,0.0,0.0,0.0,7744.0,13225.0,0.0,26883.0,0.0,0.0,0.0,0.0,0.0,5917.0,0.0,0.0,0.0,0.0,0.0,1505.0,0.0,0.0,0.0,2080.0,0.0
Spotx429,0.0,0.0,9674.0,0.0,0.0,0.0,0.0,0.0,5510.0,0.0,0.0,0.0,0.0,27393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7565.0,0.0,0.0,0.0,0.0,0.0,25852.0,0.0,0.0,0.0,0.0,3032.0,0.0,0.0,0.0,0.0,0.0
Spotx430,0.0,0.0,25237.0,0.0,0.0,0.0,0.0,40241.0,0.0,0.0,8574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6429.0,0.0,0.0,0.0,0.0,0.0
Spotx431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18954.0,0.0,19257.0,6553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5231.0,0.0,0.0,4490.0,0.0
Spotx432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22515.0,0.0,0.0,0.0,0.0,0.0,11152.0,55598.0,0.0,0.0,0.0,0.0,0.0,1288.0,0.0,0.0,0.0,0.0,0.0,20903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0
Spotx433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10775.0,0.0,0.0,9157.0,0.0,0.0,0.0,0.0,6106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,0.0
Spotx434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25184.0,0.0,0.0,6216.0,0.0,0.0,0.0,0.0,5129.0,0.0,0.0,0.0,0.0,0.0,3022.0,0.0,0.0,0.0,0.0,0.0
Spotx435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28289.0,0.0,0.0,11167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39346.0,0.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,0.0,0.0,0.0,0.0
Spotx436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23348.0,0.0,0.0,0.0,0.0,29444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5546.0,0.0,0.0,2459.0,5342.0,0.0,0.0,0.0,0.0,0.0
Spotx437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.0,0.0,0.0,0.0,0.0,0.0,10709.0,0.0,0.0,3203.0,16903.0,0.0,0.0,0.0,0.0,0.0,12850.0,0.0,0.0,2653.0,3117.0,0.0,0.0,0.0,0.0,0.0
Spotx438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43887.0,0.0,91896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.0,0.0,0.0,1420.0,0.0,0.0
Spotx439,0.0,0.0,0.0,0.0,31638.0,0.0,0.0,0.0,2731.0,0.0,0.0,0.0,0.0,15151.0,0.0,0.0,0.0,0.0,1105.0,0.0,1999.0,0.0,0.0,0.0,0.0,0.0,8909.0,0.0,0.0,2238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13674.0,0.0,0.0,2956.0,0.0,0.0,0.0,4346.0,0.0
Spotx440,2702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18039.0,0.0,0.0,0.0,0.0,28198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42272.0,0.0,0.0,3634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7493.0,0.0
Spotx442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41312.0,0.0,0.0,11262.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.0,0.0,0.0,0.0,0.0,0.0,17906.0,0.0,12667.0,3163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx444,3419.0,0.0,9023.0,0.0,0.0,0.0,0.0,0.0,5185.0,0.0,0.0,0.0,0.0,4990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46638.0,22540.0,0.0,0.0,0.0,0.0,32178.0,0.0,0.0,11883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32541.0,0.0,0.0,2320.0,10227.0,0.0,0.0,0.0,5403.0,0.0,0.0,0.0,0.0,0.0,3167.0,0.0,0.0,0.0,2893.0,0.0
Spotx446,0.0,17874.0,0.0,0.0,8668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8969.0,0.0
Spotx447,0.0,0.0,17742.0,0.0,0.0,0.0,0.0,0.0,12280.0,0.0,0.0,0.0,0.0,8766.0,0.0,0.0,0.0,0.0,3613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.0,0.0,0.0,0.0,0.0,0.0,2832.0,0.0,0.0,0.0,2080.0,0.0
Spotx448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22936.0,0.0,0.0,22472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3878.0,0.0,0.0,0.0,0.0,7361.0,0.0,0.0,2430.0,0.0,6564.0,0.0,0.0,9552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.0
Spotx449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4067.0,0.0,0.0,0.0,0.0,23269.0,0.0,0.0,0.0,0.0,0.0,9067.0,0.0,0.0,0.0,0.0,0.0,0.0,17838.0,0.0,24504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19571.0,0.0,0.0,0.0,0.0,16063.0,10443.0,0.0,0.0,11972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,2605.0,0.0,0.0,4898.0,0.0
Spotx451,0.0,9625.0,0.0,0.0,0.0,0.0,0.0,0.0,12319.0,0.0,0.0,0.0,0.0,14310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4122.0,0.0,0.0,0.0,0.0,11770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919.0,0.0
Spotx452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.0,0.0,0.0,0.0,0.0,4595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43448.0,0.0,0.0,2445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.0,0.0,0.0,0.0,6228.0,0.0
Spotx453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7979.0,0.0,0.0,0.0,0.0,31304.0,0.0,0.0,0.0,0.0,0.0,0.0,1724.0,2751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.0,0.0,0.0,2421.0,0.0
Spotx454,0.0,10174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3479.0,10281.0,0.0,0.0,0.0,0.0,40212.0,0.0,0.0,2719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.0,0.0,0.0,0.0,0.0,0.0
Spotx456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6099.0,0.0,0.0,36223.0,0.0,0.0,0.0,0.0,0.0,15944.0,5278.0,3974.0,0.0,0.0,0.0,0.0,19242.0,0.0,0.0,2320.0,0.0,0.0,0.0,0.0,6281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx457,0.0,0.0,0.0,1569.0,0.0,0.0,0.0,0.0,7895.0,0.0,0.0,0.0,0.0,24352.0,0.0,0.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8506.0,11452.0,0.0,0.0,5028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10064.0,0.0,7636.0,0.0,0.0,0.0,0.0,1846.0,0.0,0.0,0.0,0.0,0.0,29181.0,0.0,0.0,3062.0,0.0,0.0,0.0,0.0,4601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9002.0,0.0
Spotx459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31041.0,0.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20909.0,0.0,0.0,0.0,12429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716.0,0.0,0.0,0.0,4170.0,0.0
Spotx460,0.0,3652.0,0.0,0.0,0.0,7488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8959.0,0.0,0.0,8846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5016.0,0.0,0.0,0.0,0.0,0.0,3267.0,0.0,0.0,0.0,0.0,0.0
Spotx461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9190.0,0.0,32816.0,0.0,0.0,0.0,0.0,0.0,0.0,3857.0,0.0,0.0,0.0,0.0,0.0,21562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,33932.0,0.0,0.0,3089.0,12325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8488.0,0.0,3857.0,0.0,0.0,0.0,16282.0,13219.0
Spotx463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9615.0,0.0,0.0,0.0,0.0,24297.0,0.0,0.0,3249.0,8798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.0,7333.0,0.0,0.0,0.0,0.0
