,Oligo_2,Ext_Hpc_1,Inh_Meis2_4,Ext_Unk_3,OPC_1,Inh_4,Inh_1,Inh_Vip,Ext_Thal_1,LowQ_2,Micro,Inh_Meis2_3,Inh_Pvalb,Ext_Pir,Inh_3,Astro_0,OPC_2,Inh_Meis2_2,Ext_L5_2,Unk_1,Ext_Hpc_3,Astro_2,Inh_Meis2_1,Ext_Hpc_2,Ext_Amy_2,Astro_3,Oligo_1,Ext_L23,Inh_Lamp5,Ext_L5_1,Inh_2,Ext_L56,Astro_1,Inh_6,Inh_Sst,Ext_L25,Ext_Amy_1,Nb_2,Ext_ClauPyr,Ext_Hpc_4,Inh_5,Ext_L6B,Ext_Thal_2,Nb_1,Ext_L6,Astro_4
Spotx591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25820.0,0.0,0.0,0.0,0.0,13366.0,0.0,0.0,0.0,0.0,16594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3762.0,0.0,0.0,13794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7255.0
Spotx594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21921.0,0.0,1177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4283.0,0.0,0.0
Spotx595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26376.0,0.0,0.0,0.0,0.0,0.0,0.0,2437.0,21561.0,0.0,0.0,0.0,0.0,2425.0,0.0,0.0
Spotx596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6318.0,0.0,0.0,0.0,3725.0,0.0,0.0,0.0,32555.0,0.0,0.0,0.0,0.0
Spotx597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5339.0,0.0,0.0,0.0,1513.0,14466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36156.0,0.0,0.0,0.0,6149.0,0.0,0.0,0.0,0.0,13351.0,0.0,0.0,0.0,52899.0,0.0,0.0,4601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx599,0.0,0.0,0.0,0.0,0.0,0.0,14470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799.0,0.0,26653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068.0,1345.0,0.0,0.0,0.0,0.0,0.0,2425.0,0.0,0.0
Spotx600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27935.0,0.0,3583.0,0.0,0.0,0.0,29887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939.0,3762.0,0.0,0.0,0.0,843.0,22722.0,0.0,0.0,0.0,0.0,1673.0,0.0,0.0
Spotx601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,6556.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410.0,10337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4916.0,49086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33030.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,0.0,0.0,6494.0,0.0,0.0,0.0,0.0,0.0,14546.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx605,0.0,0.0,0.0,12523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9902.0,0.0,0.0,0.0,0.0,40317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5335.0,0.0,0.0,0.0,5594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0
Spotx606,0.0,11522.0,0.0,0.0,0.0,0.0,0.0,10932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.0,0.0,42482.0,0.0,0.0,9883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx607,0.0,0.0,0.0,0.0,0.0,9842.0,0.0,4236.0,0.0,0.0,0.0,10623.0,0.0,0.0,0.0,0.0,11045.0,24247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6445.0,0.0,0.0,3817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9289.0,0.0,0.0,0.0,0.0,3440.0,0.0,0.0
Spotx609,3077.0,10978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9437.0,0.0,8229.0,4005.0,0.0,0.0,10713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7334.0,0.0,0.0,11522.0,0.0,0.0,3120.0,16962.0,0.0,4970.0,1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20310.0,0.0,1756.0,0.0,0.0,0.0,0.0,1236.0,0.0,0.0,0.0,0.0,0.0,2303.0,0.0,0.0
Spotx611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43282.0,14689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8396.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,1856.0,0.0,0.0
Spotx612,0.0,0.0,8679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0
Spotx613,0.0,9067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20043.0,0.0,0.0,0.0,0.0,0.0,10334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,0.0,0.0
Spotx614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20327.0,0.0,0.0,0.0
Spotx616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37941.0,0.0,0.0,0.0,0.0,0.0,19592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx618,0.0,0.0,0.0,0.0,0.0,0.0,3147.0,2024.0,0.0,8689.0,0.0,0.0,0.0,0.0,0.0,0.0,15699.0,11978.0,0.0,0.0,6848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6873.0,0.0,3184.0,0.0,0.0
Spotx619,0.0,21104.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054.0,0.0,1231.0
Spotx620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,3535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4628.0,0.0,0.0
Spotx621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24875.0,0.0,0.0,0.0,0.0,0.0,22488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.0,0.0,0.0,0.0,8450.0,0.0,0.0,0.0,5184.0
Spotx622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx623,0.0,8418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17568.0,15581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4849.0,0.0,0.0,0.0,0.0,6183.0,0.0,0.0,7144.0,0.0,0.0,0.0,0.0,0.0,8576.0,3604.0,0.0,0.0
Spotx624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,13201.0,31457.0,0.0,0.0,0.0,5303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx625,0.0,0.0,0.0,0.0,0.0,5217.0,0.0,0.0,0.0,0.0,0.0,0.0,9401.0,0.0,0.0,0.0,0.0,17736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.0,0.0,0.0,0.0,0.0,0.0,4740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3548.0,0.0,0.0,25447.0,0.0,1605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8040.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx628,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,4236.0,0.0,0.0,1501.0,0.0,0.0,25680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22481.0,0.0,0.0,0.0,0.0
Spotx629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.0,0.0,0.0,0.0,5548.0,0.0,0.0,0.0,0.0,0.0,35851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx630,3358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28582.0,0.0,0.0,0.0,2223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14030.0,0.0,14205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx632,0.0,15426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22895.0,0.0,4988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,0.0,0.0
Spotx633,0.0,0.0,0.0,0.0,7017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28573.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.0,0.0,15764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7462.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.0,0.0,0.0,0.0,3256.0,0.0,0.0,0.0,0.0,0.0,4291.0,0.0,0.0
Spotx635,0.0,0.0,0.0,0.0,5409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618.0
Spotx636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058.0,0.0,0.0,0.0,0.0,20916.0,0.0,0.0,0.0,9696.0,0.0,0.0,0.0
Spotx637,0.0,5761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5133.0,0.0,0.0,0.0,3946.0,0.0,40509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx638,0.0,0.0,0.0,0.0,2626.0,0.0,0.0,8532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,0.0,24302.0,0.0,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx640,0.0,0.0,0.0,0.0,0.0,6171.0,0.0,0.0,0.0,0.0,0.0,5646.0,0.0,0.0,0.0,0.0,0.0,2605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5645.0,0.0,0.0,0.0,0.0,0.0,3220.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,8919.0,1460.0,0.0,2116.0
Spotx641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.0,0.0,0.0,0.0,0.0,40916.0,0.0,0.0,0.0,2557.0,22602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12886.0,0.0,0.0,0.0,0.0
Spotx642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx643,4178.0,0.0,0.0,0.0,0.0,0.0,0.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,0.0,19719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.0,0.0,0.0
Spotx644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8114.0,5380.0,0.0,0.0,0.0,0.0,0.0,38790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6064.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25489.0,0.0,0.0,0.0,0.0,18784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3592.0,0.0,0.0,0.0,0.0,0.0,6225.0,0.0,0.0
Spotx648,0.0,14280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8724.0,0.0,0.0,0.0,0.0,0.0,38223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8903.0,0.0,1600.0,0.0,0.0
Spotx649,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13496.0,0.0,0.0,0.0,0.0,1079.0,3182.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.0,2319.0,0.0,0.0
Spotx651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.0,6846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12164.0,0.0,0.0,0.0
Spotx652,0.0,20477.0,0.0,0.0,6918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8230.0,0.0,0.0,0.0,1842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32131.0,0.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560.0,0.0,0.0,0.0,0.0,3386.0,0.0,0.0,0.0,2157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11495.0,0.0,0.0,0.0,19804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.0,8986.0
Spotx655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67361.0,0.0,0.0,6517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.0,18772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226.0,0.0,0.0
Spotx656,3353.0,0.0,0.0,0.0,0.0,0.0,0.0,6354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14257.0,20729.0,0.0,0.0,0.0,0.0,0.0,20752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15871.0,0.0,0.0,3223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6294.0,0.0,0.0,0.0,0.0,0.0,3461.0,0.0,0.0,0.0,0.0,0.0,0.0
Spotx658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0,0.0,0.0,0.0,0.0,7086.0,0.0,0.0,0.0
Spotx659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,16013.0,0.0,0.0,3915.0,0.0,0.0,0.0,0.0,17966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5808.0,0.0,0.0,0.0,4162.0,0.0,0.0,0.0,0.0,0.0,1602.0,0.0,0.0
Spotx660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107.0,0.0,0.0,0.0,0.0,0.0,0.0,3328.0,0.0,0.0,0.0,0.0,0.0,0.0,6021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
